,ESPECIE,SEXO,HABITAT,PESO_g,TAMANHO_cm,BICO_mm,ASA_cm
20823,ARARA AZUL,MACHO,MARAJO,1338.837,95.181,97.983,41.118
20824,PICA-PAU,FEMEA,MOSQUEIRO,52.468,21.03,24.469,11.732
20825,ARARA AZUL,MACHO,MARAJO,1421.497,98.098,114.7,36.987
20826,ANAMBE,FEMEA,MOSQUEIRO,67.6,17.662,11.875,11.781
20827,ARARA AZUL,MACHO,MARAJO,1281.456,101.587,106.204,38.817
20828,ARARA AZUL,FEMEA,MARAJO,1176.591,100.925,88.691,40.992
20829,PICA-PAU,FEMEA,MOSQUEIRO,56.52,19.955,20.644,10.632
20830,ANAMBE,MACHO,MOSQUEIRO,73.355,20.15,14.429,14.505
20831,ARARA AZUL,FEMEA,MARAJO,1137.363,96.158,80.826,30.815
20832,ANAMBE,MACHO,MOSQUEIRO,77.767,21.939,15.496,11.852
20833,ARARA AZUL,MACHO,MARAJO,1239.767,109.843,93.122,41.966
20834,ANAMBE,MACHO,MOSQUEIRO,87.294,20.008,13.43,14.056
20835,PICA-PAU,FEMEA,MOSQUEIRO,58.516,19.646,20.477,10.681
20836,ANAMBE,MACHO,MOSQUEIRO,74.379,22.98,16.215,11.777
20837,PICA-PAU,FEMEA,MOSQUEIRO,46.731,20.175,22.128,10.781
20838,PICA-PAU,FEMEA,MOSQUEIRO,63.029,19.538,21.767,11.232
20839,ANAMBE,MACHO,MARAJO,85.467,22.158,16.131,17.045
20840,PICA-PAU,FEMEA,MOSQUEIRO,52.387,19.13,22.594,9.927
20841,ANAMBE,MACHO,MOSQUEIRO,83.68,18.896,14.062,12.786
20842,ANAMBE,FEMEA,MOSQUEIRO,63.485,15.602,13.507,12.205
20843,ANAMBE,FEMEA,MOSQUEIRO,75.984,15.089,13.736,14.011
20844,ANAMBE,MACHO,MOSQUEIRO,85.794,19.844,15.973,13.478
20845,ANAMBE,MACHO,MOSQUEIRO,84.696,19.737,15.054,13.436
20846,ANAMBE,MACHO,MOSQUEIRO,78.825,24.715,15.185,13.409
20847,PICA-PAU,FEMEA,MOSQUEIRO,62.193,20.895,21.012,12.33
20848,ARARA AZUL,MACHO,MARAJO,1489.2,100.895,98.451,35.917
20849,ANANBE,FEMEA,MARAJO,78.332,19.129,14.802,11.145
20850,ARARA AZUL,FEMEA,MARAJO,956.944,93.491,87.556,32.587
20851,ARARA AZUL,MACHO,MARAJO,1401.714,88.362,104.022,37.076
20852,PICA-PAU,FEMEA,MOSQUEIRO,52.86,22.128,23.039,10.823
20853,PICA-PAU,FEMEA,MOSQUEIRO,60.678,20.152,20.91,9.325
20854,PICA-PAU,FEMEA,MOSQUEIRO,64.929,22.681,21.916,10.135
20855,PICA-PAU,FEMEA,MOSQUEIRO,55.89,20.869,22.351,7.855
20856,ANAMBE,MACHO,MARAJO,83.334,21.306,17.161,13.76
20857,PICA-PAU,MACHO,MOSQUEIRO,69.943,22.073,23.425,11.223
20858,ANAMBE,MACHO,MARAJO,84.512,20.181,18.559,13.942
20859,ANAMBE,MACHO,MOSQUEIRO,82.116,19.779,13.61,13.955
20860,ARARA AZUL,MACHO,MARAJO,1274.267,105.833,106.759,34.963
20861,ANAMBE,MACHO,MOSQUEIRO,83.18,21.424,15.031,9.619
20862,ANAMBE,FEMEA,MOSQUEIRO,,15.632,12.348,15.049
20863,ARARA AZUL,FEMEA,MARAJO,1057.759,91.707,102.932,28.497
20864,ANAMBE,FEMEA,MOSQUEIRO,73.54,17.714,12.328,13.277
20865,ANAMBE,FEMEA,MOSQUEIRO,70.099,17.283,12.106,13.184
20866,ANAMBE,MACHO,MARAJO,91.503,22.356,14.034,14.578
20867,PICA-PAU,FEMEA,MOSQUEIRO,62.65,19.956,21.962,9.443
20868,ANAMBE,FEMEA,MOSQUEIRO,69.143,16.459,14.483,14.809
20869,PICA-PAU,FEMEA,MOSQUEIRO,58.323,19.879,22.576,10.711
20870,ANAMBE,FEMEA,MOSQUEIRO,70.881,15.667,15.288,13.709
20871,ANAMBE,MACHO,MARAJO,84.456,22.688,15.882,15.805
20872,ANAMBE,MACHO,MOSQUEIRO,80.05,23.622,15.607,13.198
20873,PICA-PAU,MACHO,MOSQUEIRO,66.873,21.938,25.942,13.001
20874,ANAMBE,MACHO,MOSQUEIRO,77.419,20.201,14.778,13.932
20875,ANAMBE,FEMEA,MOSQUEIRO,70.3,16.588,12.559,15.291
20876,ANAMBE,MACHO,MOSQUEIRO,84.297,18.562,15.561,12.851
20877,PICA-PAU,FEMEA,MOSQUEIRO,53.579,20.359,23.501,8.451
20878,ANAMBE,MACHO,MOSQUEIRO,72.786,22.095,15.519,13.087
20879,PICA-PAU,FEMEA,MOSQUEIRO,49.606,20.433,23.081,9.3
20880,ARARA AZUL,MACHO,MARAJO,1372.743,99.012,108.279,36.406
20881,ANAMBE,FEMEA,MOSQUEIRO,70.848,19.931,14.197,12.242
20882,ANAMBE,FEMEA,MARAJO,70.456,20.226,15.335,14.588
20883,ANAMBE,FEMEA,MOSQUEIRO,75.924,16.812,15.435,12.036
20884,ARARA AZUL,FEMEA,MARAJO,1302.4,91.361,90.865,29.258
20885,ANAMBE,MACHO,MARAJO,87.327,28.918,15.253,11.945
20886,ANAMBE,MACHO,MOSQUEIRO,84.882,21.65,15.097,12.109
20887,ARARA AZUL,MACHO,MARAJO,1501.174,101.663,98.273,38.084
20888,ARARA AZUL,FEMEA,MARAJO,1034.062,92.277,92.309,35.205
20889,PICA-PAU,FEMEA,MOSQUEIRO,58.647,20.486,25.127,10.381
20890,ANAMBE,FEMEA,MOSQUEIRO,70.951,14.892,12.036,12.151
20891,ANAMBE,MACHO,MOSQUEIRO,78.772,20.159,15.058,14.917
20892,ARARA AZUL,MACHO,MARAJO,1491.51,98.653,96.311,38.144
20893,PICA-PAU,MACHO,MOSQUEIRO,72.856,27.956,23.163,9.894
20894,ANAMBE,MACHO,MOSQUEIRO,82.18,23.159,14.502,12.299
20895,ANAMBE,MACHO,MOSQUEIRO,77.592,19.257,14.907,12.499
20896,ARARA AZUL,FEMEA,MARAJO,887.163,90.882,89.555,31.281
20897,ARARA AZUL,MACHO,MARAJO,,100.248,104.224,41.206
20898,ARARA AZUL,FEMEA,MARAJO,1057.606,92.057,91.085,33.153
20899,ARARA AZUL,MACHO,MARAJO,1492.671,112.457,110.57,39.802
20900,ANAMBE,FEMEA,MOSQUEIRO,65.21,17.12,13.051,14.643
20901,ARARA AZUL,MACHO,MARAJO,1163.298,88.529,98.267,38.969
20902,PICA-PAU,FEMEA,MOSQUEIRO,60.486,19.88,22.453,9.094
20903,ANAMBE,MACHO,MOSQUEIRO,85.676,,15.611,13.377
20904,ARARA AZUL,FEMEA,MARAJO,1130.174,92.559,92.009,28.029
20905,PICA-PAU,FEMEA,MOSQUEIRO,56.808,20.441,22.886,9.808
20906,ARARA AZUL,FEMEA,MARAJO,1155.302,93.157,92.862,34.183
20907,ARARA AZUL,MACHO,MARAJO,1248.119,95.25,98.219,40.112
20908,ARARA AZUL,FEMEA,MARAJO,1216.481,86.273,96.295,28.731
20909,ANAMBE,FEMEA,MARAJO,81.141,17.074,14.208,10.636
20910,ANAMBE,MACHO,MOSQUEIRO,,22.266,14.4,10.95
20911,PICA-PAU,FEMEA,MOSQUEIRO,58.26,17.953,22.396,10.203
20912,ANAMBE,FEMEA,MOSQUEIRO,65.172,19.581,11.865,10.647
20913,ARARA AZUL,FEMEA,MARAJO,1117.966,90.38,89.179,34.733
20914,ANAMBE,MACHO,MOSQUEIRO,,15.888,15.096,14.688
20915,ARARA AZUL,MACHO,MARAJO,1179.259,110.307,104.756,39.039
20916,ANAMBE,FEMEA,MARAJO,78.566,17.054,13.035,11.808
20917,PICA-PAU,MACHO,MOSQUEIRO,67.201,27.481,24.417,12.417
20918,PICA-PAU,FEMEA,MOSQUEIRO,64.994,19.075,21.833,9.059
20919,PICA-PAU,MACHO,MOSQUEIRO,60.5,20.851,25.18,12.691
20920,ANAMBE,FEMEA,,71.308,17.87,12.643,14.606
20921,ARARA AZUL,FEMEA,MARAJO,1106.006,86.281,86.102,31.095
20922,PICA-PAU,MACHO,MOSQUEIRO,63.574,22.975,26.625,11.419
20923,ANAMBE,FEMEA,MOSQUEIRO,65.995,18.549,14.249,15.39
20924,ARARA AZUL,MACHO,MARAJO,1373.036,96.964,99.128,42.491
20925,PICA-PAU,FEMEA,MOSQUEIRO,52.021,19.922,24.465,10.189
20926,ANAMBE,FEMEA,MARAJO,71.399,20.978,15.215,12.99
20927,ARARA AZUL,MACHO,MARAJO,1481.961,108.613,101.42,46.304
20928,PICA-PAU,FEMEA,MOSQUEIRO,54.846,18.544,21.949,10.777
20929,ANAMBE,FEMEA,MOSQUEIRO,71.75,17.401,12.961,10.942
20930,ANAMBE,MACHO,MOSQUEIRO,81.362,20.395,15.136,13.862
20931,ANAMBE,MACHO,MOSQUEIRO,81.727,22.124,14.31,10.952
20932,ARARA AZUL,MACHO,MARAJO,1126.156,101.567,95.282,39.643
20933,ANAMBE,FEMEA,MOSQUEIRO,70.558,17.643,13.212,14.462
20934,ANAMBE,FEMEA,MOSQUEIRO,72.844,15.503,11.938,12.985
20935,ARARA AZUL,MACHO,MARAJO,1116.997,97.407,97.196,38.004
20936,ANAMBE,MACHO,MOSQUEIRO,80.619,19.931,13.547,15.071
20937,ANAMBE,MACHO,MARAJO,83.682,23.699,16.823,14.68
20938,PICA-PAU,MACHO,MOSQUEIRO,60.166,21.999,23.324,12.247
20939,ARARA AZUL,MACHO,MARAJO,1187.265,96.47,108.286,34.052
20940,ANAMBE,MACHO,MOSQUEIRO,82.338,23.272,15.377,12.914
20941,PICA-PAU,FEMEA,MOSQUEIRO,52.47,19.676,23.696,10.317
20942,ARARA AZUL,MACHO,MARAJO,1261.114,89.849,103.96,37.327
20943,ANAMBE,FEMEA,MOSQUEIRO,68.194,15.911,12.624,14.302
20944,ANAMBE,FEMEA,MOSQUEIRO,78.12,18.243,12.692,13.893
20945,ARARA AZUL,MACHO,MARAJO,1438.033,96.413,95.022,38.294
20946,ARARA AZUL,MACHO,MARAJO,1450.15,100.141,96.864,37.772
20947,ANANBE,FEMEA,MARAJO,71.936,19.239,15.258,9.54
20948,ANAMBE,FEMEA,MOSQUEIRO,69.963,17.647,13.055,13.7
20949,PICA-PAU,FEMEA,MOSQUEIRO,57.039,21.935,23.852,11.817
20950,PICA-PAU,MACHO,MOSQUEIRO,69.543,20.788,25.812,12.559
20951,ANAMBE,FEMEA,MARAJO,74.267,18.293,16.408,13.069
20952,PICA-PAU,FEMEA,MOSQUEIRO,61.258,19.766,22.246,7.829
20953,PICA-PAU,MACHO,MOSQUEIRO,65.044,22.605,24.201,12.314
20954,ARARA AZUL,FEMEA,MARAJO,865.155,88.379,85.257,31.77
20955,ANAMBE,FEMEA,MOSQUEIRO,72.1,16.822,11.621,13.807
20956,ANAMBE,FEMEA,MOSQUEIRO,68.344,,12.605,12.891
20957,ANAMBE,FEMEA,MOSQUEIRO,72.961,19.372,14.671,12.076
20958,ANAMBE,MACHO,MOSQUEIRO,71.48,23.344,15.246,11.171
20959,ARARA AZUL,MACHO,MARAJO,1326.523,93.941,91.057,32.996
20960,PICA-PAU,MACHO,MOSQUEIRO,72.002,23.704,22.57,10.809
20961,ANAMBE,MACHO,MARAJO,84.041,22.036,16.509,15.76
20962,ANAMBE,MACHO,MOSQUEIRO,72.976,25.054,16.901,12.216
20963,ARARA AZUL,FEMEA,MARAJO,1052.578,95.473,92.697,33.123
20964,ARARA AZUL,MACHO,MARAJO,,99.981,93.653,36.996
20965,ARARA AZUL,MACHO,MARAJO,1158.928,93.768,103.336,38.814
20966,ANAMBE,FEMEA,MOSQUEIRO,71.351,17.533,13.887,16.249
20967,PICA-PAU,MACHO,MOSQUEIRO,68.439,22.08,23.005,11.0
20968,ARARA AZUL,MACHO,MARAJO,1621.58,101.818,101.781,37.773
20969,ANAMBE,FEMEA,MARAJO,74.657,19.035,16.041,11.592
20970,ANAMBE,MACHO,MOSQUEIRO,75.655,20.395,15.546,10.775
20971,ANAMBE,FEMEA,MOSQUEIRO,69.534,18.068,11.353,13.201
20972,ARARA AZUL,FEMEA,MARAJO,1245.644,89.282,93.184,28.522
20973,ANAMBE,MACHO,MOSQUEIRO,78.092,20.149,14.86,12.699
20974,ARARA AZUL,FEMEA,MARAJO,1159.618,97.259,93.909,30.22
20975,PICA-PAU,FEMEA,MOSQUEIRO,50.969,20.172,23.41,8.482
20976,ANAMBE,FEMEA,MARAJO,,20.569,14.554,10.39
20977,ANAMBE,MACHO,MOSQUEIRO,83.256,23.338,15.193,14.715
20978,ARARA AZUL,FEMEA,MARAJO,899.679,87.443,89.94,28.427
20979,ANAMBE,FEMEA,MARAJO,79.409,19.311,16.377,12.013
20980,ANAMBE,MACHO,MOSQUEIRO,71.361,21.03,14.702,12.06
20981,ANAMBE,FEMEA,MOSQUEIRO,64.541,16.921,13.508,16.215
20982,ANAMBE,MACHO,MOSQUEIRO,86.232,20.39,13.714,13.439
20983,ANAMBE,FEMEA,MOSQUEIRO,67.074,17.686,12.92,11.831
20984,ANAMBE,MACHO,MOSQUEIRO,76.837,18.459,15.337,14.907
20985,ANAMBE,MACHO,MARAJO,78.513,24.532,16.683,12.572
20986,ANAMBE,MACHO,MARAJO,88.451,20.619,16.268,12.694
20987,ANAMBE,FEMEA,MOSQUEIRO,66.824,17.128,13.059,17.389
20988,ARARA AZUL,MACHO,MARAJO,1509.215,106.016,104.599,37.314
20989,ANAMBE,FEMEA,MOSQUEIRO,69.286,18.891,12.221,14.01
20990,ARARA AZUL,FEMEA,MARAJO,973.16,92.364,85.609,34.573
20991,ANAMBE,MACHO,MOSQUEIRO,81.584,23.386,13.537,13.096
20992,ARARA AZUL,MACHO,MARAJO,1333.357,99.807,109.381,34.877
20993,ANAMBE,FEMEA,MOSQUEIRO,70.828,16.54,14.221,15.716
20994,ANAMBE,MACHO,MARAJO,,21.344,16.637,13.037
20995,ARARA AZUL,MACHO,MARAJO,1166.344,109.809,90.277,38.251
20996,ARARA AZUL,MACHO,MARAJO,1207.862,103.047,100.939,35.704
20997,ARARA AZUL,FEMEA,MARAJO,975.779,80.799,100.653,35.37
20998,ARARA AZUL,MACHO,MARAJO,1587.745,99.806,106.795,42.49
20999,ANAMBE,MACHO,MOSQUEIRO,79.724,19.814,15.274,10.53
21000,PICA-PAU,FEMEA,MOSQUEIRO,44.45,20.238,21.056,10.171
21001,PICA-PAU,FEMEA,MOSQUEIRO,59.081,20.951,21.728,12.437
21002,ANAMBE,MACHO,MOSQUEIRO,79.224,19.975,15.227,15.984
21003,ANAMBE,FEMEA,MOSQUEIRO,76.624,16.082,13.341,10.184
21004,ARARA AZUL,MACHO,MARAJO,1647.176,103.211,103.93,38.272
21005,ANAMBE,FEMEA,MOSQUEIRO,70.807,17.101,13.437,13.127
21006,PICA-PAU,FEMEA,MOSQUEIRO,49.468,19.938,22.816,9.142
21007,ARARA AZUL,FEMEA,MARAJO,746.893,91.627,80.029,34.154
21008,ANAMBE,FEMEA,MARAJO,72.464,18.691,16.841,9.479
21009,ARARA AZUL,MACHO,MARAJO,1327.982,99.696,95.74,41.379
21010,PICA-PAU,FEMEA,MOSQUEIRO,69.574,,23.224,10.078
21011,ANAMBE,MACHO,MOSQUEIRO,75.049,22.005,16.724,12.053
21012,ARARA AZUL,MACHO,MARAJO,1786.442,97.604,98.158,37.225
21013,ANAMBE,FEMEA,MARAJO,73.958,15.78,13.953,10.934
21014,ANAMBE,FEMEA,MARAJO,77.612,19.943,15.299,10.079
21015,ANAMBE,FEMEA,MARAJO,79.546,17.689,13.951,13.12
21016,ANAMBE,FEMEA,MARAJO,70.983,18.871,15.796,13.803
21017,ANAMBE,FEMEA,MARAJO,77.044,20.042,15.664,12.85
21018,ARARA AZUL,MACHO,MARAJO,1470.714,110.03,102.598,40.22
21019,PICA-PAU,MACHO,MOSQUEIRO,66.009,21.476,24.929,13.68
21020,ANAMBE,MACHO,MOSQUEIRO,87.941,19.928,14.476,13.124
21021,ARARA AZUL,FEMEA,MARAJO,1088.303,,85.558,31.282
21022,ANAMBE,FEMEA,MOSQUEIRO,65.711,16.245,13.739,13.519
21023,ARARA AZUL,FEMEA,MARAJO,855.634,86.74,86.962,35.9
21024,ANAMBE,FEMEA,MARAJO,75.184,20.62,14.042,11.236
21025,ANAMBE,MACHO,MOSQUEIRO,87.935,21.386,15.026,13.177
21026,ANAMBE,MACHO,MARAJO,81.547,24.785,17.565,13.624
21027,PICA-PAU,FEMEA,MOSQUEIRO,52.007,18.422,21.951,9.823
21028,ANAMBE,MACHO,MOSQUEIRO,77.537,17.713,13.32,11.471
21029,PICA-PAU,FEMEA,MOSQUEIRO,48.521,23.097,21.402,9.604
21030,ANAMBE,FEMEA,MARAJO,74.642,18.86,14.844,10.801
21031,ANAMBE,MACHO,MOSQUEIRO,81.523,22.091,14.347,14.047
21032,ARARA AZUL,FEMEA,MARAJO,1331.299,,83.819,29.09
21033,ARARA AZUL,FEMEA,MARAJO,1176.743,95.04,88.826,33.893
21034,PICA-PAU,MACHO,MOSQUEIRO,69.728,22.916,26.366,11.785
21035,ANAMBE,MACHO,MARAJO,87.218,21.488,17.685,10.621
21036,ARARA AZUL,MACHO,MARAJO,1322.271,97.106,97.126,38.945
21037,ANAMBE,MACHO,MARAJO,96.283,20.075,18.849,13.756
21038,ANAMBE,FEMEA,MOSQUEIRO,73.951,18.203,11.86,13.87
21039,ANAMBE,FEMEA,MOSQUEIRO,77.477,16.795,11.886,14.105
21040,ANAMBE,MACHO,MOSQUEIRO,79.036,20.179,13.982,16.658
21041,ANAMBE,FEMEA,MOSQUEIRO,70.283,19.75,14.036,12.406
21042,ANAMBE,FEMEA,MOSQUEIRO,62.376,16.038,13.152,12.676
21043,PICA-PAU,FEMEA,MOSQUEIRO,60.238,17.804,19.421,10.824
21044,ARARA AZUL,MACHO,MARAJO,1379.258,97.816,98.188,35.686
21045,ARARA AZUL,FEMEA,MARAJO,1038.689,101.214,78.095,30.497
21046,PICA-PAU,FEMEA,MOSQUEIRO,67.329,20.686,21.087,10.732
21047,PICA-PAU,FEMEA,MOSQUEIRO,63.143,20.109,19.213,9.625
21048,ANAMBE,FEMEA,MOSQUEIRO,63.199,20.044,13.174,12.381
21049,ANAMBE,FEMEA,MOSQUEIRO,73.789,17.225,12.758,13.208
21050,ARARA AZUL,FEMEA,MARAJO,1077.212,92.301,90.43,29.612
21051,ARARA AZUL,MACHO,MARAJO,1612.988,102.935,96.411,37.361
21052,PICA-PAU,FEMEA,MOSQUEIRO,55.845,19.418,21.084,9.833
21053,PICA-PAU,FEMEA,MOSQUEIRO,57.345,21.886,22.158,8.148
21054,ARARA AZUL,MACHO,MARAJO,1486.658,99.209,96.469,36.832
21055,PICA-PAU,FEMEA,MOSQUEIRO,54.557,18.172,22.387,11.037
21056,ANAMBE,MACHO,MARAJO,81.59,21.351,16.369,12.506
21057,ANAMBE,MACHO,MARAJO,90.566,21.328,18.275,13.795
21058,PICA-PAU,FEMEA,MOSQUEIRO,53.362,21.476,21.056,9.159
21059,ANAMBE,MACHO,MOSQUEIRO,80.605,19.653,14.214,12.698
21060,ANAMBE,FEMEA,MARAJO,82.618,20.961,16.9,10.221
21061,ARARA AZUL,MACHO,MARAJO,1232.407,98.032,101.068,33.618
21062,ANAMBE,MACHO,MOSQUEIRO,78.325,24.041,14.63,11.003
21063,ARARA AZUL,FEMEA,MARAJO,789.527,84.666,85.553,32.194
21064,PICA-PAU,FEMEA,MOSQUEIRO,59.129,22.254,21.839,10.395
21065,ARARA AZUL,MACHO,MARAJO,1196.09,86.878,96.06,34.981
21066,PICA-PAU,MACHO,MOSQUEIRO,67.82,26.029,23.92,11.782
21067,PICA-PAU,FEMEA,MOSQUEIRO,55.615,20.3,23.322,9.299
21068,PICA-PAU,FEMEA,MOSQUEIRO,58.795,20.736,20.817,8.757
21069,ARARA AZUL,MACHO,MARAJO,1638.875,99.272,100.109,33.63
21070,PICA-PAU,MACHO,MOSQUEIRO,67.425,23.429,24.398,10.207
21071,ARARA AZUL,FEMEA,MARAJO,1043.282,100.271,92.25,30.365
21072,ANAMBE,MACHO,MARAJO,89.586,21.667,18.487,13.245
21073,ANAMBE,MACHO,MARAJO,88.071,26.323,17.19,11.328
21074,ANAMBE,MACHO,MARAJO,82.749,22.414,15.013,14.029
21075,PICA-PAU,FEMEA,MOSQUEIRO,56.165,23.024,22.037,9.694
21076,ARARA AZUL,FEMEA,MARAJO,1349.89,89.775,87.695,33.621
21077,ANAMBE,MACHO,MARAJO,96.229,22.918,17.281,12.635
21078,PICA-PAU,FEMEA,MOSQUEIRO,51.182,18.917,21.081,8.435
21079,ANAMBE,MACHO,MOSQUEIRO,74.755,20.452,14.561,14.243
21080,ANAMBE,MACHO,MOSQUEIRO,75.475,18.719,16.086,14.27
21081,ANAMBE,FEMEA,MARAJO,70.884,17.254,14.697,10.274
21082,ARARA AZUL,MACHO,MARAJO,1366.947,96.88,109.515,37.95
21083,PICA-PAU,FEMEA,MOSQUEIRO,52.362,20.469,21.293,9.778
21084,PICA-PAU,FEMEA,MOSQUEIRO,52.358,21.196,24.075,9.236
21085,ARARA AZUL,FEMEA,MARAJO,1109.204,100.279,87.752,31.926
21086,ANAMBE,FEMEA,MOSQUEIRO,63.507,18.836,13.005,16.836
21087,ANAMBE,MACHO,MOSQUEIRO,83.483,24.609,14.804,14.769
21088,ANAMBE,MACHO,MOSQUEIRO,82.63,23.533,14.939,11.776
21089,ARARA AZUL,MACHO,MARAJO,1556.06,92.937,103.534,38.83
21090,ARARA AZUL,MACHO,MARAJO,1454.546,95.295,102.506,40.535
21091,ANAMBE,MACHO,MOSQUEIRO,87.5,17.349,12.672,12.186
21092,PICA-PAU,FEMEA,MOSQUEIRO,49.964,18.525,23.106,9.202
21093,ANAMBE,MACHO,MOSQUEIRO,82.408,18.151,14.622,14.584
21094,ARARA AZUL,MACHO,MARAJO,1593.988,92.238,95.526,39.354
21095,ARARA AZUL,MACHO,MARAJO,1441.286,98.945,103.505,34.303
21096,ARARA AZUL,FEMEA,MARAJO,1083.658,87.532,84.268,33.889
21097,ANAMBE,FEMEA,MARAJO,74.516,19.412,14.293,10.006
21098,ANAMBE,FEMEA,MOSQUEIRO,75.379,17.285,11.765,13.741
21099,ANAMBE,FEMEA,MARAJO,77.546,19.976,14.401,13.291
21100,ANAMBE,MACHO,MOSQUEIRO,77.811,22.071,12.873,14.159
21101,ANAMBE,MACHO,MOSQUEIRO,74.017,23.346,14.101,12.363
21102,ARARA AZUL,MACHO,MARAJO,1324.732,109.616,104.331,41.836
21103,ARARA AZUL,MACHO,MARAJO,1209.705,100.448,87.323,37.258
21104,ARARA AZUL,MACHO,MARAJO,1354.868,95.632,103.924,34.686
21105,PICA-PAU,FEMEA,MOSQUEIRO,50.413,19.82,22.285,8.54
21106,ARARA AZUL,MACHO,MARAJO,1280.206,98.083,94.999,35.644
21107,ANAMBE,FEMEA,MOSQUEIRO,70.843,16.893,12.176,14.984
21108,ARARA AZUL,MACHO,MARAJO,1578.92,103.695,97.099,40.669
21109,PICA-PAU,FEMEA,MOSQUEIRO,52.497,19.139,21.665,8.418
21110,ARARA AZUL,MACHO,MARAJO,1227.336,94.576,105.743,40.126
21111,ANAMBE,MACHO,MOSQUEIRO,75.303,18.251,14.864,13.814
21112,ANAMBE,MACHO,MARAJO,85.599,21.32,14.839,13.815
21113,ARARA AZUL,FEMEA,MARAJO,1097.54,99.561,81.996,31.673
21114,PICA-PAU,FEMEA,MOSQUEIRO,46.925,20.267,21.523,10.734
21115,ARARA AZUL,MACHO,MARAJO,1454.964,92.512,100.606,41.215
21116,PICA-PAU,FEMEA,MOSQUEIRO,57.068,,21.311,9.151
21117,ANAMBE,FEMEA,MARAJO,73.289,22.026,15.58,11.94
21118,ARARA AZUL,FEMEA,MARAJO,848.407,,85.04,29.739
21119,PICA-PAU,MACHO,MOSQUEIRO,68.006,22.482,24.087,12.33
21120,PICA-PAU,FEMEA,MOSQUEIRO,47.129,21.765,20.523,8.219
21121,PICA-PAU,FEMEA,MOSQUEIRO,55.828,20.926,21.41,10.778
21122,PICA-PAU,FEMEA,MOSQUEIRO,62.229,21.019,22.896,10.742
21123,ARARA AZUL,FEMEA,MARAJO,1142.009,89.873,89.979,33.411
21124,ANAMBE,MACHO,MARAJO,88.664,22.422,17.559,15.781
21125,ANAMBE,FEMEA,MOSQUEIRO,65.995,17.523,15.559,12.896
21126,ARARA AZUL,MACHO,MARAJO,1424.119,95.401,100.964,41.645
21127,ARARA AZUL,MACHO,MARAJO,1264.846,103.598,101.032,41.158
21128,ARARA AZUL,MACHO,MARAJO,1519.827,97.439,111.958,35.326
21129,ARARA AZUL,MACHO,MARAJO,1218.127,109.919,102.844,41.448
21130,PICA-PAU,FEMEA,MOSQUEIRO,56.18,18.905,22.748,12.215
21131,ARARA AZUL,FEMEA,MARAJO,1179.416,94.497,93.598,26.159
21132,PICA-PAU,MACHO,MOSQUEIRO,58.091,21.995,23.142,11.042
21133,ANAMBE,MACHO,MOSQUEIRO,80.88,,15.634,11.925
21134,PICA-PAU,FEMEA,MOSQUEIRO,54.001,20.428,21.947,9.149
21135,ARARA AZUL,MACHO,MARAJO,1449.542,96.932,101.025,35.78
21136,ANAMBE,MACHO,MARAJO,83.379,22.191,16.002,13.476
21137,ARARA AZUL,MACHO,MARAJO,1420.535,98.742,101.978,37.413
21138,PICA-PAU,FEMEA,MOSQUEIRO,58.833,19.609,24.17,9.221
21139,PICA-PAU,FEMEA,MOSQUEIRO,53.006,24.548,20.22,11.235
21140,ARARA AZUL,MACHO,MARAJO,1230.722,98.754,91.569,39.807
21141,ARARA AZUL,MACHO,MARAJO,1592.287,98.249,96.259,40.029
21142,ANAMBE,MACHO,MOSQUEIRO,76.496,19.355,14.376,15.913
21143,ARARA AZUL,FEMEA,MARAJO,1012.803,86.505,85.255,32.909
21144,PICA-PAU,FEMEA,MOSQUEIRO,55.102,22.228,18.848,10.076
21145,ANAMBE,FEMEA,MARAJO,73.737,22.005,14.594,12.124
21146,ANAMBE,MACHO,MOSQUEIRO,79.095,20.084,15.175,11.588
21147,ANAMBE,MACHO,MARAJO,87.113,21.741,17.198,14.607
21148,ANAMBE,FEMEA,MOSQUEIRO,62.03,17.969,12.173,12.997
21149,PICA-PAU,MACHO,MOSQUEIRO,66.114,25.229,24.295,11.934
21150,ARARA AZUL,FEMEA,MARAJO,1093.125,99.899,88.291,29.053
21151,ARARA AZUL,FEMEA,MARAJO,1127.174,91.851,89.093,32.791
21152,PICA-PAU,MACHO,MOSQUEIRO,73.062,20.507,25.562,11.484
21153,ARARA AZUL,FEMEA,MARAJO,1141.15,96.794,98.711,30.604
21154,ANAMBE,MACHO,MARAJO,82.285,21.331,17.046,14.94
21155,PICA-PAU,FEMEA,MOSQUEIRO,55.968,20.032,21.342,10.143
21156,ANAMBE,FEMEA,MARAJO,79.081,23.511,15.807,11.801
21157,ANAMBE,MACHO,MOSQUEIRO,76.965,18.535,13.462,13.211
21158,ANAMBE,FEMEA,MOSQUEIRO,69.777,15.463,13.4,15.7
21159,ANAMBE,MACHO,MARAJO,76.403,22.269,17.558,12.835
21160,ARARA AZUL,FEMEA,MARAJO,1080.348,90.206,92.114,35.557
21161,ANAMBE,MACHO,MOSQUEIRO,80.138,,13.703,14.573
21162,PICA-PAU,FEMEA,MOSQUEIRO,54.85,18.861,21.203,11.877
21163,ARARA AZUL,MACHO,MARAJO,1102.874,93.2,100.767,40.292
21164,ANAMBE,MACHO,MARAJO,78.185,21.045,18.522,16.265
21165,ARARA AZUL,MACHO,MARAJO,1342.956,97.872,107.09,35.862
